ID,Country,Name,Product,Electric capacity,zone_el,Demand price
PtX232DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX233DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX234DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX235DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX236DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX237DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX238DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX239DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX240DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX241DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX242DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX243DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX244DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX245DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX246DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX247DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX248DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX249DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX250DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX251DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX252DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX253DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX254DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX255DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX256DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX257DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX258DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX259DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX260DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX261DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX262DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX263DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX264DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX265DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX266DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX267DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX268DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX269DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX270DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX271DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX272DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX273DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX274DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX275DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX276DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX277DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX278DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX279DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX280DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX281DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX282DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX283DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX284DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX285DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX286DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX287DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX288DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX289DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX290DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX291DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX292DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX293DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX294DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX295DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX296DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX297DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX298DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX299DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX300DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX301DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX302DE,DE,New electrolysis507725640973672467490080467863,Hydrogen,122.6575956,DELU,43.19067923
PtX13EE,EE,Power2X Parnu facility,Methanol,1003,EE,79.08238035
PtX1IE,IE,EIH2  Aghada phase 1,Hydrogen,3.454742247,SEM,42.39782305
PtX2IE,IE,EIH2  Aghada phase 2,Hydrogen,183.1013391,SEM,38.62900365
PtX3IE,IE,EIH2  Aghada phase 3,Ammonia,500,SEM,27.55421689
PtX4IE,IE,Ervia CCS  Irving refinery,Hydrogen,6.91E-02,SEM,43.40831942
PtX6IE,IE,Firlough project,Hydrogen,3.109268023,SEM,47.29382769
PtX7IE,IE,Green Marlin,Ammonia,3200,SEM,23.35546544
PtX8IE,IE,Hydrogen Utopia wastetoplastic plant,Hydrogen,6.91E-02,SEM,42.18659437
PtX9IE,IE,Indaver,Hydrogen,0.690948449,SEM,43.22998988
PtX10IE,IE,Bord Na Mona  BOC hydrogen project,Hydrogen,0.13818969,SEM,39.04866922
PtX13IE,IE,EIH2 project,Hydrogen,3.454742247,SEM,43.01181728
PtX14IE,IE,Galway Green Hydrogen Hub,Hydrogen,8.29E-02,SEM,44.127275
PtX15IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX16IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX17IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX18IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX19IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX20IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX21IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX22IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX23IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX24IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX25IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX26IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX27IE,IE,New electrolysis507725640973672263344104001168,Hydrogen,69.09484495,SEM,43.19067923
PtX1EL,EL,Agios Efstratios,Hydrogen,4.33E-03,EL,39.73345838
PtX2EL,EL,H2SusBuild,Hydrogen,9.54E-03,EL,44.69049345
PtX3EL,EL,Neo Olvio of Xanthi,Hydrogen,1.73E-04,EL,44.52403312
PtX4EL,EL,Standalone power system Neo Olvio of Xanthi,Hydrogen,1.58E-04,EL,44.15596797
PtX5EL,EL,REMOTE  Agkistro Greece,Hydrogen,1.08E-03,EL,39.29247256
PtX6EL,EL,H2SusBuild  RESH2,Hydrogen,7.98E-04,EL,45.51300437
PtX7EL,EL,Demo Plant Agricultural University Athens,Hydrogen,4.33E-02,EL,39.23472861
PtX8EL,EL,Nemo Hydrogen Project,Hydrogen,4.334569122,EL,39.04840398
PtX10EL,EL,VISION 2025,Hydrogen,0.433456912,EL,38.79012531
PtX11EL,EL,VISION 2025,Hydrogen,4.33E-02,EL,39.36441398
PtX12EL,EL,BLUE MED plan EPHYRA Project,Hydrogen,1.300370737,EL,38.85585223
PtX13EL,EL,Linde Hellas  Mandra,Hydrogen,4.33E-02,EL,39.77622874
PtX14EL,EL,Hellenic Hydrogen in  Western Macedonia,Hydrogen,4.334569122,EL,46.98438374
PtX18EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX19EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX20EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX21EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX22EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX23EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX24EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX25EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX26EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX27EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX28EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX29EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX30EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX31EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX32EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX33EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX34EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX35EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX36EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX37EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX38EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX39EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX40EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX41EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX42EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX43EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX44EL,EL,New electrolysis50772564097367216520526567519,Hydrogen,43.34569122,EL,43.19067923
PtX1ES,ES,Iberdrola  Puertollano I,Ammonia,20,ES,28.43412746
PtX2ES,ES,Green Hysland Mallorca  Phase 1,Hydrogen,0.489395167,ES,43.36646391
PtX3ES,ES,CoSin Synthetic Natural Gas from Sewage Barcelona,Methane,0.03344,ES,18.2855802
PtX4ES,ES,El Tubo  ACTA EL500,Hydrogen,6.11E-04,ES,42.75967498
PtX5ES,ES,ITHER,Hydrogen,0.012724274,ES,45.28809162
PtX6ES,ES,RES2H2 Gran Canaria,Hydrogen,1.08E-02,ES,40.61657404
PtX7ES,ES,CUTE and HyFLEETCUTE Barcelona,Hydrogen,5.87E-02,ES,46.62671407
PtX8ES,ES,REMOTE  Spain Canary Islands,Hydrogen,1.57E-02,ES,42.13566404
PtX9ES,ES,Iberdrola  Puertollano II extension from Ref10,Ammonia,210,ES,26.66482257
PtX10ES,ES,Hysencia Phase I,Hydrogen,7.830322677,ES,45.29168831
PtX12ES,ES,Green Crane  La Robla,Hydrogen,54.81225874,ES,43.91206827
PtX14ES,ES,Ferrolterra plant pahse 1,Hydrogen,3.915161338,ES,39.29954449
PtX15ES,ES,ELYGRID RD,Hydrogen,0.508970974,ES,45.70112083
PtX16ES,ES,RENOVAGAS,Methane,0.0092,ES,14.71732094
PtX17ES,ES,Hydrogen Wind Farm Sotavento,Hydrogen,5.87E-02,ES,42.37608404
PtX18ES,ES,ELY4OFF,Hydrogen,9.79E-03,ES,40.22074934
PtX19ES,ES,Hidrolica Tahivilla,Hydrogen,8.03E-03,ES,36.25377884
PtX20ES,ES,Aeropila,Hydrogen,5.09E-04,ES,41.54184322
PtX21ES,ES,FIRST  Showcase II,Hydrogen,1.96E-04,ES,38.54030572
PtX22ES,ES,IHAVU,Hydrogen,4.40E-05,ES,38.70307329
PtX23ES,ES,Seafuel project,Hydrogen,4.95E-03,ES,41.01232911
PtX24ES,ES,HRS TMB Zona Franca de Barcelona,Hydrogen,0.489395167,ES,37.93541823
PtX25ES,ES,HRS CNH2 Puertollano,Hydrogen,1.17E-02,ES,43.480375
PtX26ES,ES,Iberdrola  Palos de la Frontera I,Ammonia,200,ES,20.12005807
PtX27ES,ES,Iberdrola  Palos de la Frontera II,Ammonia,360,ES,22.65908533
PtX28ES,ES,Repsol Cartagena phase 1,Hydrogen,19.57580669,ES,47.40516285
PtX29ES,ES,H2Gas,Hydrogen,2.94E-03,ES,40.66675781
PtX30ES,ES,Meirama plant phase 1,Hydrogen,5.872742007,ES,44.03499769
PtX31ES,ES,OrangeBAT Puerto Valencia,Hydrogen,19.57580669,ES,38.64682608
PtX32ES,ES,BENORTH2 AmorebietaBoroa power plant phase 1,Hydrogen,3.915161338,ES,47.94707817
PtX33ES,ES,BENORTH2 AmorebietaBoroa power plant phase 2,Hydrogen,35.23645204,ES,38.84810676
PtX34ES,ES,Pinto waste water plant,Hydrogen,9.04E-02,ES,43.26150185
PtX35ES,ES,As Pontes power plant,Hydrogen,19.57580669,ES,47.77474232
PtX36ES,ES,Huelva  Endesa,Hydrogen,19.57580669,ES,46.13946939
PtX37ES,ES,Hidrogeno El Cierzo,Hydrogen,1.409458082,ES,40.60974764
PtX38ES,ES,Teruel  Endesa,Hydrogen,2.936371004,ES,45.33847458
PtX39ES,ES,Almeria  Endesa,Hydrogen,9.787903346,ES,42.04514225
PtX40ES,ES,Barranco de Tirajana  Endesa,Hydrogen,1.370306468,ES,45.93794817
PtX41ES,ES,Granadilla  Endesa,Hydrogen,1.957580669,ES,48.06770284
PtX44ES,ES,Bahia H2 Offshore,Ammonia,1,ES,20.42277645
PtX45ES,ES,ORANGEBAT Castellon,Hydrogen,19.57580669,ES,47.41042767
PtX46ES,ES,Abanto Technology Park,Hydrogen,0.489395167,ES,44.05412921
PtX47ES,ES,H2Login,Hydrogen,2.86E-03,ES,37.75815549
PtX48ES,ES,Hysencia Phase II,Hydrogen,31.32129071,ES,46.80125095
PtX49ES,ES,Rossello paper factory,Hydrogen,0.195758067,ES,45.82323965
PtX50ES,ES,Ercros  Sabinanigo,Hydrogen,0.17618226,ES,38.52172425
PtX51ES,ES,BP Castellon refinery phase 1 HyVal,Hydrogen,4.893951673,ES,39.19388736
PtX54ES,ES,Forestal del Atlantico  Triskelion,Methanol,88.34532736,ES,76.99282212
PtX55ES,ES,Algeciras Bay,Hydrogen,46.39466186,ES,45.93250015
PtX56ES,ES,GREEN H2 Langosteira,Hydrogen,0.195758067,ES,47.46240483
PtX57ES,ES,IberdrolaForesa Green Methanol phase 1,Methanol,5,ES,72.87482871
PtX58ES,ES,IberdrolaForesa Green Methanol phase 2,Methanol,150,ES,79.55905984
PtX60ES,ES,HYVALUE,Hydrogen,0.195758067,ES,46.08674418
PtX61ES,ES,OceanH2,Hydrogen,0.195758067,ES,41.98151842
PtX62ES,ES,Los Barrios coal plant Cadiz phase 1,Hydrogen,0.978790335,ES,47.5576286
PtX63ES,ES,Catalina Project Phase 1,Hydrogen,97.87903346,ES,39.09880686
PtX64ES,ES,Alcazar de San Juan  pHYnix,Hydrogen,1.957580669,ES,39.37384676
PtX65ES,ES,Enagas  CEAR MoU,Hydrogen,5.872742007,ES,47.46221374
PtX66ES,ES,Hive Energy green ammonia plant,Ammonia,50.02308758,ES,26.31816342
PtX67ES,ES,BP Castellon refinery phase 2 HyVal,Hydrogen,386.6221822,ES,45.01441277
PtX68ES,ES,Green Crane Murcia part of Green Crane Gigafactory,Hydrogen,28.24737382,ES,45.76770661
PtX69ES,ES,Lacq Hydrogen,Hydrogen,3766.31651,ES,38.87543927
PtX70ES,ES,First HyDeal hub phase 1,Hydrogen,646.0016208,ES,41.03161467
PtX72ES,ES,H2UDF phase I,Hydrogen,0.489395167,ES,43.35078708
PtX73ES,ES,Hidroversol Castilla y Len,Hydrogen,39.15161338,ES,41.01185658
PtX74ES,ES,H2UDF phase II,Hydrogen,1.468185502,ES,42.38215599
PtX75ES,ES,AsturiasH2Valley Abono,Hydrogen,29.36371004,ES,47.41038316
PtX76ES,ES,Inspira Madrid,Hydrogen,1.957580669,ES,42.99156048
PtX77ES,ES,SolarHy Cordoba,Hydrogen,10.76669368,ES,40.21809692
PtX78ES,ES,Waste to hydrogen Boson Energy H2BEAM,Hydrogen,0.195758067,ES,41.44124206
PtX79ES,ES,H2UDF phase III,Hydrogen,2.936371004,ES,41.60107235
PtX80ES,ES,Repsol Bilbao port synfuels project,Hydrogen,1.957580669,ES,47.12210754
PtX86ES,ES,SuntoLiquid,Hydrogen,0.195758067,ES,43.33520231
PtX87ES,ES,RIC Energy Valladolid phase 1,Hydrogen,0.978790335,ES,40.16396522
PtX89ES,ES,H2 Green City phase 1,Hydrogen,0.195758067,ES,41.83774648
PtX91ES,ES,Cepsa San Roque Energy Park Algeciras  Andalucian Green Hydrogen Valley Carteia Project  Phase 1,Hydrogen,97.87903346,ES,44.86010511
PtX92ES,ES,Cepsa La Rabida Energy Park Huelva  phase 1  Andalucian Green Hydrogen Valley Onuba Project Together with THARSIS LUXIA project,Hydrogen,78.30322677,ES,39.07635194
PtX94ES,ES,GH2SOTO phase 2,Hydrogen,2.936371004,ES,47.03808742
PtX99ES,ES,H2 PILLAR,Hydrogen,3.915161338,ES,47.51203498
PtX101ES,ES,Greenb2e  Valencia,Hydrogen,15.81852934,ES,39.75808296
PtX102ES,ES,Besaya H2,Hydrogen,97.87903346,ES,40.44632185
PtX104ES,ES,Cepsa La Rabida Energy Park Huelva  phase 3  Andalusian Green Hydrogen Valley ONUBA II Project,Hydrogen,78.30322677,ES,39.27670339
PtX105ES,ES,Iberdrola  Trammo green hydrogen ,Ammonia,140,ES,28.79671769
PtX106ES,ES,Pamesa  eCombustible,Hydrogen,1.566064535,ES,40.50186026
PtX107ES,ES,Pamesa  eCombustible full replacement of natural gas,Hydrogen,0.195758067,ES,44.75896877
PtX108ES,ES,Julio Verne project,Hydrogen,0.274061294,ES,41.49456258
PtX109ES,ES,Cobra Castelln,Hydrogen,17.61822602,ES,44.27789801
PtX110ES,ES,Cobra Cartagena,Hydrogen,22.5121777,ES,46.86534834
PtX112ES,ES,Valle H2 Navarra project,Hydrogen,4.893951673,ES,40.01762281
PtX114ES,ES,Puertollano HydRIC project Phase II,Hydrogen,13.70306468,ES,42.4790672
PtX115ES,ES,Nascar,Methanol,138.5254733,ES,77.53937786
PtX116ES,ES,Urbaser methanol plant phase 1,Methanol,1,ES,73.33149158
PtX117ES,ES,Urbaser methanol plant phase 2,Methanol,154.6047022,ES,78.76734372
PtX118ES,ES,Los Barrios coal plant Cadiz phase 2,Hydrogen,24.46975836,ES,47.54855852
PtX119ES,ES,Los Barrios coal plant Cadiz phase 3,Hydrogen,78.30322677,ES,39.48190844
PtX120ES,ES,Hive H2 Albamed phase 1,Hydrogen,156.6064535,ES,40.70555596
PtX121ES,ES,Hive H2 Albamed phase 2,Hydrogen,156.6064535,ES,42.71973456
PtX122ES,ES,ErasmoPower2X,Hydrogen,97.87903346,ES,45.64218064
PtX123ES,ES,Repsol Tarragona phase 1,Hydrogen,29.36371004,ES,41.88602976
PtX125ES,ES,Puertollano HydRIC project Phase I,Hydrogen,5.872742007,ES,44.29560501
PtX126ES,ES,IAM Caecius,Hydrogen,4.893951673,ES,42.23528382
PtX128ES,ES,Raven Iberia Zaragoza wastetohydrogen plant,Hydrogen,0.195758067,ES,42.84055657
PtX129ES,ES,Barataria  pHYnix,Hydrogen,13.70306468,ES,41.14427262
PtX130ES,ES,Navarra hydrogen project,Hydrogen,7.83E-02,ES,45.77439615
PtX131ES,ES,FertigHy second plant,Hydrogen,2611.31278,ES,36.95671332
PtX132ES,ES,Hydrogen project in Cadiz,Hydrogen,68.90683955,ES,43.86747122
PtX133ES,ES,Hydrogen plant  Environmental Business Park PEMA,Hydrogen,0.489395167,ES,44.99493312
PtX134ES,ES,Cepsa la Rabida Energy Park Huelva  phase 2 Andalusian Green Hydrogen Valley THARSIS Project Together with ONUBA LUXIA project,Methanol,331.2957904,ES,77.70372536
PtX135ES,ES,SolWinHy Cadiz,Methanol,69.57211598,ES,79.87124381
PtX136ES,ES,eMIberica,Methanol,2208.638602,ES,83.0479084
PtX137ES,ES,Numantia SAF,Hydrogen,40.67621831,ES,47.64791645
PtX139ES,ES,Musel GreenMet,Hydrogen,9.787903346,ES,43.93057186
PtX140ES,ES,Unamed WaliaGreen Capital project,Hydrogen,9.787903346,ES,40.16666576
PtX142ES,ES,H2Vallmoll,Hydrogen,2.936371004,ES,41.0986817
PtX143ES,ES,HyBizkaia EFuels and Mobility at Basque Hydrogen Corridor,Hydrogen,1.957580669,ES,45.26775663
PtX144ES,ES,Hystone,Hydrogen,1.957580669,ES,44.87262081
PtX145ES,ES,H2OSSA,Methanol,50,ES,76.93083113
PtX146ES,ES,H2 Alcarria,Hydrogen,0.978790335,ES,39.78847689
PtX149ES,ES,MetGreenPort,Methanol,800,ES,77.01717163
PtX152ES,ES,Turn2X  Extremadura,Hydrogen,0.391516134,ES,39.23756652
PtX153ES,ES,Iqoxe,Hydrogen,2.936371004,ES,39.75663407
PtX154ES,ES,Green hydrogen for fragrance industry,Hydrogen,0.244697584,ES,46.02491657
PtX155ES,ES,Green hydrogen for oil industry,Hydrogen,0.489395167,ES,48.09068523
PtX156ES,ES,Armonia Green Sevilla phase I,Ammonia,298.2953994,ES,25.36782647
PtX157ES,ES,Armonia Green Sevilla phase II,Ammonia,298.2953994,ES,26.03408524
PtX158ES,ES,Armonia Green Sevilla phase III,Ammonia,298.2953994,ES,22.41016416
PtX159ES,ES,Villarasa hydrogen project,Hydrogen,3.058249006,ES,43.68624992
PtX160ES,ES,Armonia Green Castellon Phase I,Ammonia,294.1379723,ES,19.58991814
PtX161ES,ES,Armonia Green Castellon Phase II,Ammonia,295.1773291,ES,21.36279574
PtX163ES,ES,Armonia Green Galicia Phase I,Ammonia,200,ES,25.23929326
PtX164ES,ES,Armonia Green Galicia Phase II,Ammonia,400,ES,23.74427159
PtX166ES,ES,Cepsa San Roque Energy Park Algeciras  Andalusian Green Hydrogen Valley  Phase 2 CARTEIA Project,Hydrogen,97.87903346,ES,41.42191891
PtX167ES,ES,H2 Puerto Sevilla,Hydrogen,1.781398409,ES,42.43623913
PtX168ES,ES,Masdar  Castilla La Mancha,Hydrogen,0.195758067,ES,42.75141694
PtX169ES,ES,New electrolysis507725640973672746100997445041,Hydrogen,195.7580669,ES,43.19067923
PtX170ES,ES,New electrolysis507725640973672746100997445041,Hydrogen,195.7580669,ES,43.19067923
PtX1FR,FR,Houdain bus station HRS TADAOBulle 6 SMTAG,Hydrogen,5.72E-02,FR,42.69208724
PtX2FR,FR,Febus Pau bus station HRS,Hydrogen,8.58E-02,FR,36.55134345
PtX3FR,FR,GNVert H2 ,Hydrogen,2.20E-02,FR,43.81010639
PtX4FR,FR,Energy observer,Hydrogen,5.35E-03,FR,40.37837144
PtX5FR,FR,AltHytude,Methane,0.08,FR,14.82495469
PtX6FR,FR,FaHyence,Hydrogen,1.58E-02,FR,46.91072805
PtX7FR,FR,Minatecs semiconductor labs in Grenoble,Hydrogen,6.31E-03,FR,39.77694172
PtX8FR,FR,HyGreen Provence,Hydrogen,40.02054102,FR,40.50759074
PtX9FR,FR,Vallee Hydrogene Grand Ouest VHyGO  H2 Ouest Phase 1,Hydrogen,8.58E-02,FR,44.30935395
PtX10FR,FR,Vallee Hydrogene Grand Ouest VHyGO  EffiH2,Hydrogen,0.114344403,FR,44.26501356
PtX11FR,FR,Vendee hydrogene,Hydrogen,0.38877097,FR,39.33209724
PtX12FR,FR,MYRTE,Hydrogen,1.26E-02,FR,41.42655394
PtX13FR,FR,Hyport  ToulouseBlagnac Airport,Hydrogen,0.228688806,FR,39.46457243
PtX14FR,FR,DEMETER,Hydrogen,0.114344403,FR,49.05300257
PtX15FR,FR,CHOCHCO,Methane,1,FR,0.575016937
PtX16FR,FR,GRHYD,Hydrogen,5.95E-02,FR,38.92792895
PtX17FR,FR,Jupiter 1000,Hydrogen,0.114344403,FR,41.31514109
PtX18FR,FR,PVFCSYS Sophia Antipolis,Hydrogen,4.12E-04,FR,43.80545218
PtX19FR,FR,AuxHYGen Phase 1,Hydrogen,0.114344403,FR,43.77185495
PtX20FR,FR,Port Jerome,Hydrogen,0.114344403,FR,39.33579542
PtX21FR,FR,ElectroHgena,Methane,1,FR,12.64037192
PtX22FR,FR,Minerve Nantes,Methane,0.12,FR,17.5929867
PtX23FR,FR,SPHYNX RD,Hydrogen,0.114344403,FR,38.70252961
